daren,your,you,more,hanks,to,thank,ect,ii,hou,subject,and,http,gas,attached,ali,hpl,enron,forwarded,farmer,of,aren,a,forward,soft,meter,thanks,Prediction
0,0,1,0,3,7,0,5,0,2,1,11,0,1,0,1,0,0,1,0,2,0,68,1,0,4,0,0
0,2,2,2,1,18,1,5,0,1,1,9,0,2,0,0,0,1,0,0,1,0,124,1,0,0,1,0
0,1,1,0,0,3,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,38,0,0,0,0,1
0,0,3,0,5,6,1,16,0,6,3,0,0,0,1,0,0,2,3,0,2,0,56,3,0,8,1,0
1,0,2,0,3,6,1,17,0,10,1,1,0,1,0,0,0,1,1,1,3,1,66,1,0,3,1,0
0,0,0,0,1,3,1,3,0,0,1,0,0,0,1,0,0,1,1,0,1,0,24,1,0,0,1,0
0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,3,0,0,0,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,2,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,0,0,0,0,4,0,0,0,0,0
0,0,1,0,0,9,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0
1,0,2,0,4,9,0,15,0,6,2,11,0,2,0,1,0,3,1,1,4,1,117,1,0,5,0,0
0,0,1,0,0,1,0,5,0,0,1,0,0,0,0,0,0,1,1,0,0,0,29,1,0,1,0,0
0,0,0,0,0,3,0,5,0,1,1,2,0,0,1,0,0,1,1,0,0,0,11,1,0,0,0,0
0,0,1,0,0,5,0,2,0,2,0,7,1,0,0,0,0,0,0,0,1,0,54,0,0,0,0,1
0,0,1,0,1,1,1,4,0,0,1,1,0,0,0,0,0,1,1,0,2,0,18,1,0,0,1,0
0,1,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,1
0,0,0,0,0,1,0,2,0,0,1,0,0,0,1,0,0,2,1,0,0,0,21,1,0,0,0,0
0,5,12,1,0,5,1,1,0,1,0,5,0,0,0,1,0,0,0,0,8,0,36,0,0,0,0,1
0,0,4,0,1,1,1,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,35,0,0,0,1,1
0,0,0,0,1,2,1,5,0,0,1,0,0,0,1,0,0,1,1,0,0,0,17,1,0,0,1,0
0,0,1,0,2,3,2,6,0,0,1,3,0,0,0,0,0,1,1,0,0,0,38,1,0,0,2,0
0,0,0,0,3,6,3,10,0,0,3,2,0,0,3,0,0,3,3,0,0,0,51,3,0,0,3,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,2,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0
0,0,1,0,0,2,0,1,0,1,0,1,0,0,0,1,0,0,0,0,2,0,33,0,0,0,0,1
0,5,13,0,0,8,1,1,0,1,0,5,0,0,0,0,0,0,0,0,1,0,60,0,0,0,0,0
0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,0,0,0,0,0
0,0,0,0,0,2,0,4,0,1,0,5,0,4,0,0,0,0,0,0,1,0,76,0,0,0,0,0
0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,0,0,0,0,0
0,2,10,0,0,6,1,1,0,0,0,6,0,0,0,1,0,0,0,0,2,0,85,0,0,0,0,1
0,0,1,0,0,4,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,15,0,0,0,0,0
0,1,2,0,0,6,0,4,0,0,0,6,0,2,0,1,0,1,0,0,2,0,57,0,0,0,0,0
0,1,1,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,46,0,0,0,0,0
0,1,1,0,0,21,0,4,0,1,0,4,0,0,0,3,0,0,0,0,7,0,189,0,1,0,0,1
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0
0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,6,0,13,0,3,0,0,1
1,0,0,0,1,1,0,8,0,3,1,0,0,0,0,0,0,2,1,1,0,1,14,1,0,0,0,0
0,1,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,1
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,23,0,0,0,0,0
0,2,3,0,1,3,1,2,0,0,0,5,0,0,0,0,0,1,0,0,1,0,45,0,0,0,1,0
0,0,2,0,1,5,1,5,0,1,1,3,0,1,1,0,0,1,2,0,1,0,33,2,0,0,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,2,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,5,0,0,0,0,7,0,0,0,0,0
0,0,0,0,2,6,2,45,0,23,3,6,0,1,1,0,0,6,0,0,2,0,91,0,0,1,2,0
0,0,1,0,0,4,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,10,0,0,0,0,1
0,0,4,0,0,5,0,5,0,1,1,2,0,0,0,0,0,2,0,0,0,0,33,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,1,1,0,0,0,11,1,0,0,0,0
0,0,1,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,11,0,0,0,0,1
0,3,7,1,0,53,0,20,0,4,0,27,0,11,0,0,0,0,0,0,43,0,450,4,0,0,0,1
0,0,0,0,0,1,0,2,0,0,1,0,0,0,1,0,0,2,1,0,0,0,12,1,0,0,0,0
0,0,0,0,0,1,0,2,0,0,1,0,0,0,1,0,0,2,1,0,0,0,14,1,0,0,0,0
0,0,0,0,1,2,1,5,0,0,1,0,0,0,1,0,0,1,1,0,0,0,8,1,0,0,1,0
0,2,5,1,0,8,0,1,0,2,0,1,0,0,0,0,0,0,0,0,3,0,60,0,0,0,0,1
1,0,1,0,1,4,1,3,0,0,1,0,0,0,0,0,0,2,0,1,1,1,13,0,0,0,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,2,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,61,0,0,0,0,1
0,14,36,1,3,36,3,2,0,5,0,22,0,0,0,0,0,0,0,0,10,0,209,0,0,0,3,1
1,6,9,0,1,21,1,33,0,19,1,6,0,2,0,0,0,6,0,0,6,1,144,0,0,0,1,0
0,1,2,0,0,9,0,4,0,0,0,1,0,0,0,0,0,0,0,0,2,0,112,0,0,0,0,1
0,5,10,0,0,8,0,2,0,1,0,2,0,1,0,0,0,0,0,0,5,0,51,1,0,0,0,1
1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,12,0,0,2,1,0
0,0,1,0,1,6,1,3,0,1,1,0,0,2,0,0,1,3,1,1,0,0,41,2,0,0,1,0
0,3,12,1,0,3,0,1,0,0,0,5,2,0,0,0,0,0,0,0,12,0,58,0,7,0,0,1
0,3,4,1,0,3,1,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,28,0,0,0,0,1
1,0,2,1,1,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,23,0,0,0,1,0
0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,6,0,13,0,3,0,0,1
3,0,2,1,1,3,1,5,0,3,1,1,0,0,0,0,0,0,1,1,0,3,40,1,0,1,1,0
0,0,1,1,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0
0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,1,1,0,0,0,7,1,0,0,0,0
0,0,0,0,1,3,1,7,0,0,2,0,0,0,2,0,0,1,1,0,0,0,20,1,0,0,1,0
0,0,4,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,0,0,0,1,1
0,0,0,0,0,1,0,2,0,0,1,0,0,0,1,0,0,2,1,0,0,0,16,1,0,0,0,0
0,0,5,0,0,8,0,1,1,0,0,0,0,0,0,5,0,0,0,0,2,0,34,0,0,0,0,1
0,0,6,0,0,18,1,1,0,1,0,4,0,0,0,0,0,2,0,0,6,0,53,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,2,0,0,0,0,0
0,0,1,1,0,17,0,3,0,2,0,6,1,0,0,4,1,0,0,0,3,1,330,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0
0,1,3,1,0,4,0,4,0,3,0,1,1,0,0,0,0,0,0,0,4,0,56,0,1,0,0,1
0,0,3,0,0,20,0,8,0,7,1,18,0,1,0,0,0,7,1,0,6,0,151,1,0,0,0,0
0,2,3,1,0,7,0,1,0,0,0,4,8,0,0,0,0,0,0,0,11,0,39,0,6,0,0,1
0,1,1,0,0,5,0,61,0,29,1,5,0,0,0,1,0,14,1,0,1,0,89,2,0,0,0,0
0,0,0,0,0,1,0,2,0,0,1,0,0,2,1,0,2,2,1,0,0,0,15,1,0,0,0,0
3,0,3,1,1,5,1,7,0,3,2,1,0,0,0,0,0,0,0,2,0,3,41,0,0,0,1,0
0,3,12,1,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,67,0,0,0,0,0
0,1,5,0,0,6,1,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,91,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,0,0,0,0,0
0,0,1,0,1,3,1,2,0,0,1,4,0,1,0,0,0,1,0,0,2,0,28,0,0,0,1,0
1,0,1,0,1,11,1,17,0,9,2,5,0,1,0,0,1,4,0,1,3,1,70,0,0,0,1,0
2,0,1,0,1,21,1,33,0,17,3,7,0,1,0,0,1,6,0,2,6,2,127,0,0,0,1,0
2,0,2,0,1,16,1,32,0,17,3,8,0,1,0,0,1,6,0,2,5,2,104,0,0,0,1,0
1,1,6,0,1,21,2,31,0,13,1,8,0,4,1,0,6,2,1,0,2,1,170,1,0,5,1,0
0,1,3,0,1,7,1,3,0,0,0,2,0,0,0,0,0,1,0,0,5,0,35,2,0,0,1,0
0,1,1,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,7,0,0,0,0,1
0,0,1,0,1,3,1,4,0,2,1,2,0,0,1,0,0,2,1,0,0,0,40,1,0,0,1,0
0,1,8,2,0,11,0,1,0,0,0,8,1,0,0,0,0,0,0,0,3,0,77,0,0,0,0,1
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
0,1,4,1,1,2,1,1,4,0,0,0,1,1,0,0,0,0,0,0,1,0,85,0,0,0,1,1
0,0,0,0,0,1,0,2,0,0,1,0,0,0,1,0,0,2,1,0,0,0,20,1,0,0,0,0
0,0,1,0,1,2,1,2,0,0,1,2,0,0,1,0,0,2,1,0,4,0,40,1,0,0,1,0
1,0,1,0,1,8,0,4,0,1,1,3,0,0,0,0,0,0,0,1,3,1,57,0,0,0,0,0
0,0,4,0,0,9,0,1,0,2,0,3,0,2,0,1,0,0,0,0,3,0,68,0,0,0,0,0
0,9,14,2,0,18,0,8,1,2,2,11,1,0,0,2,0,0,0,0,7,0,159,0,3,0,0,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,4,0,0,0,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,2,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,4,0,0,0,0,0
1,0,1,0,1,2,1,7,0,3,1,0,0,0,1,0,0,0,1,0,1,1,27,1,0,0,1,0
1,0,1,0,0,2,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,1,16,0,0,2,0,0
0,2,6,0,0,1,0,1,0,1,0,2,0,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0
0,0,4,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,27,0,0,0,1,1
0,0,4,0,0,15,0,19,0,11,3,3,0,3,0,1,0,1,1,0,0,0,55,1,0,0,0,0
0,0,6,0,0,11,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,47,0,0,0,0,1
0,0,4,0,0,20,0,27,0,15,5,5,0,2,0,1,0,2,1,0,1,0,79,1,0,0,0,0
0,1,3,2,0,7,0,1,0,3,0,2,1,0,0,0,0,0,0,0,3,0,56,0,0,0,0,1
5,0,2,0,3,8,3,15,0,6,3,0,0,2,0,1,0,4,1,3,1,5,100,1,0,0,3,0
0,0,0,0,0,13,0,5,0,0,0,1,2,1,0,2,0,0,0,0,2,0,158,0,0,0,0,1
0,8,19,1,0,15,0,5,0,0,0,6,0,0,0,1,0,0,0,0,4,0,86,0,0,0,0,1
1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,2,0,0
0,0,1,0,1,0,1,1,0,1,0,3,0,2,4,0,3,0,0,0,0,0,31,0,0,0,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,2,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,0,0,0,0,4,0,0,0,0,0
0,0,0,0,0,5,0,1,0,1,0,2,0,2,0,0,2,0,0,0,0,0,21,0,0,0,0,0
0,0,0,0,1,5,1,1,0,0,0,3,0,0,0,0,0,1,0,0,3,0,44,0,0,0,1,0
4,1,8,0,4,15,4,19,0,8,3,6,0,0,0,1,0,4,1,0,2,4,110,1,0,0,4,0
0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,20,0,0,0,0,0
0,1,6,0,2,6,2,5,0,1,1,3,0,0,1,0,0,2,1,0,5,0,69,1,0,0,2,0
0,0,0,0,0,1,0,4,0,1,1,0,0,0,1,0,0,2,1,0,0,0,20,1,0,0,0,0
0,0,0,0,0,5,0,5,0,1,1,0,0,0,0,0,0,4,1,1,1,0,33,1,0,0,0,0
0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0
0,0,2,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,28,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,2,0,0,0,0,0
0,0,3,0,0,5,0,1,2,0,0,1,0,0,0,0,0,0,0,0,2,1,91,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,0,0,0,0,0
3,0,0,0,0,2,0,19,0,9,2,2,0,5,0,0,0,22,1,3,2,3,73,1,0,0,0,0
0,2,3,0,0,5,0,1,0,3,0,1,0,0,1,0,0,0,0,0,1,0,32,0,0,0,0,0
0,7,9,0,1,6,1,3,0,0,0,4,0,0,3,0,0,0,0,0,3,0,45,0,0,0,1,0
0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,13,0,0,0,0,0
0,5,7,0,0,8,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2,0,30,0,0,0,0,1
1,1,4,0,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,32,0,0,0,1,0
0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,1,0
0,2,7,0,1,30,1,75,0,40,3,10,0,7,0,2,0,6,3,0,15,3,226,3,0,0,1,0
0,5,8,1,0,16,0,7,1,2,2,9,0,0,0,2,0,0,0,0,5,0,122,0,2,0,0,1
0,5,12,1,0,11,0,6,2,0,0,4,0,0,0,1,0,0,0,0,30,0,115,0,11,0,0,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,2,0,0,0,0,0
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0
0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,3,0,0,0,0,1,0,20,0,0,0,0,1
1,0,2,0,1,5,1,2,0,1,1,2,0,0,0,0,0,2,1,1,0,1,21,1,0,0,1,0
0,0,1,1,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,2,0,12,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,3,0,0,0,0,5,0,0,0,0,0
0,0,2,0,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
0,0,0,0,0,16,0,3,0,3,0,6,1,0,0,2,0,0,0,0,0,0,266,0,0,0,0,1
0,2,2,0,1,8,1,72,2,30,1,4,0,0,1,0,0,10,2,0,5,0,143,2,0,0,1,0
1,0,0,0,0,2,0,7,0,3,2,0,0,1,1,0,2,1,2,0,1,1,31,2,0,3,0,0
0,0,6,1,0,3,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,1
0,0,0,0,1,3,1,12,0,7,1,4,0,1,1,0,1,2,0,0,1,0,47,0,0,1,1,0
0,1,2,1,0,6,0,2,0,2,0,1,1,0,0,0,0,0,0,0,3,0,68,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0
1,0,1,0,0,3,0,10,0,3,2,4,0,0,1,0,5,6,2,0,0,1,46,2,0,0,0,0
1,0,0,0,1,3,1,7,0,3,1,1,0,0,0,0,0,1,1,0,0,1,52,1,0,0,1,0
0,0,0,0,0,1,0,2,0,0,1,2,0,0,1,0,2,2,1,0,0,0,11,1,0,0,0,0
0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
0,1,2,0,2,17,2,35,0,16,5,4,0,0,1,0,0,12,4,0,8,1,103,4,0,0,2,0
0,0,1,0,0,1,0,4,0,1,1,0,0,0,0,0,0,3,1,0,2,0,26,1,0,0,0,0
0,0,1,0,2,1,2,4,0,1,1,0,0,0,1,0,0,2,1,0,2,0,37,1,0,0,2,0
0,0,0,0,0,2,0,3,0,1,1,0,0,0,1,0,0,2,1,0,2,0,13,1,0,0,0,0
0,11,16,3,0,9,0,3,0,0,1,6,0,0,0,0,0,0,0,0,8,0,54,0,0,0,0,0
0,0,0,0,0,2,0,9,0,5,2,6,0,0,0,1,0,5,3,0,0,0,76,3,0,0,0,0
0,1,2,0,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,48,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,2,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,3,0,0,0,0,5,0,0,0,0,0
3,0,1,0,1,4,1,12,0,5,3,0,0,0,0,0,0,2,2,1,0,3,33,3,0,1,1,0
1,0,1,0,1,3,1,8,0,3,2,0,0,0,0,0,0,1,1,0,0,1,23,2,0,1,1,0
2,0,1,0,1,6,1,8,1,3,2,7,0,2,0,1,0,4,0,2,5,2,79,0,0,0,1,0
1,0,1,0,1,3,1,3,1,1,1,4,0,1,0,0,0,2,0,1,1,1,41,0,0,0,1,0
0,0,1,0,3,3,0,4,0,1,1,0,1,1,0,0,3,2,1,0,1,0,38,1,0,0,0,0
0,16,26,1,0,17,1,4,0,4,0,12,0,0,1,2,0,0,0,0,22,0,175,0,0,0,0,1
6,0,3,0,7,12,3,22,1,9,5,7,0,2,0,1,0,8,2,6,7,6,133,2,0,0,3,0
0,1,4,0,0,5,1,1,2,0,0,0,1,1,0,0,0,0,0,0,1,0,83,0,0,0,0,1
0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,16,0,1,0,0,1
0,2,3,0,0,2,0,3,0,0,0,1,0,0,0,4,0,0,0,0,3,0,24,0,0,0,0,0
0,0,0,0,0,1,0,2,0,0,1,0,0,2,1,0,2,2,1,0,0,0,13,1,0,0,0,0
5,0,4,0,0,11,0,19,0,5,5,3,0,1,0,0,0,19,1,4,3,5,92,1,0,0,0,0
0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,7,0,0,0,1,1
3,0,3,0,0,9,0,14,0,4,3,3,0,1,0,0,0,16,1,2,3,3,79,1,0,0,0,0
0,1,1,0,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,37,0,0,0,1,0
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,7,0,0,0,0,0
0,0,3,0,0,4,1,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,77,0,0,0,0,1
0,2,5,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,19,0,0,0,0,1
0,1,4,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,33,0,0,0,0,0
0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,2,0,0,0,0,0
0,0,0,0,0,5,0,1,0,0,0,3,0,0,0,2,0,0,0,0,0,1,105,0,0,1,0,1
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,2,0,0,0,0,6,0,0,0,0,0
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
3,0,1,0,0,2,0,5,0,2,1,0,0,3,0,0,0,1,1,1,0,3,16,1,0,1,0,0
3,0,2,0,0,5,0,5,0,2,1,0,0,0,0,0,0,1,1,1,0,3,12,1,0,1,0,0
1,0,2,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,1,0,0
1,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,1,0,0
1,0,1,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,8,0,0,1,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,1,0,0
0,9,12,2,0,30,0,15,2,7,2,14,2,0,0,3,0,0,0,0,11,0,260,0,3,0,0,1
0,14,22,2,0,46,0,9,0,1,2,16,0,0,0,2,0,21,0,0,19,0,205,0,0,0,0,0
5,0,3,0,5,11,2,18,1,8,4,7,0,2,0,1,0,6,2,5,6,5,114,2,0,0,2,0
0,0,7,0,0,4,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0
0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,17,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,2,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,2,0,0,0,0,5,0,0,0,0,0
1,0,1,0,1,5,1,6,0,5,1,4,0,1,1,0,1,3,0,0,2,1,56,0,0,4,1,0
1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0
4,0,0,0,0,4,0,7,0,2,2,0,0,0,0,0,0,1,0,2,0,4,25,0,0,1,0,0
0,5,11,0,0,10,0,2,0,1,0,2,0,1,0,0,0,0,0,0,5,0,54,1,0,0,0,1
0,0,0,0,0,1,0,2,0,0,1,0,0,0,1,0,2,2,1,0,0,0,13,1,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,5,4,0,0,0,0,9,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,22,1,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,2,0,0,0,0,0
0,0,4,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,32,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,4,0,0,0,0,6,0,0,0,0,0
0,0,2,0,1,2,1,6,0,1,1,0,0,0,1,0,0,2,1,0,0,0,33,1,0,0,1,0
0,0,1,0,0,3,0,7,0,1,1,0,0,0,1,0,0,2,1,0,0,0,31,1,0,0,0,0
0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,2,0,0,0,0,0
0,1,1,0,0,7,0,4,1,0,0,2,0,0,0,2,0,0,0,0,0,0,102,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,5,0,0,0,0,0
1,0,3,0,3,6,2,17,0,8,1,0,0,1,0,0,0,4,1,1,0,1,49,1,0,0,2,0
0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,2,0,0,0,0,0
0,0,0,0,0,2,0,2,1,0,0,4,1,0,0,0,0,0,0,0,3,0,63,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0
0,3,6,0,2,58,3,115,0,53,12,21,0,17,5,2,9,28,6,0,12,0,456,6,0,21,2,0
0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,25,0,0,0,0,0
0,0,1,0,3,3,1,6,0,2,1,0,0,0,0,0,0,0,1,0,0,0,41,1,0,1,1,0
0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,42,0,0,0,1,0
0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,16,0,0,0,0,0
0,0,1,0,0,3,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,15,0,0,0,0,0
0,0,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,2,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,4,0,0,0,0,6,0,0,0,0,0
0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,0,0,0,1,0
0,0,3,0,0,13,0,39,0,17,2,4,0,0,1,0,0,13,2,0,7,0,113,2,0,0,0,0
0,8,12,1,1,32,1,48,0,24,1,5,0,0,1,1,0,9,1,0,13,0,195,1,0,0,1,0
